        X             RHO          U          P            E    
   0.1698E+00   0.1000E+01   0.4341E-15   0.1000E+01   0.2500E+01
   0.1703E+00   0.1000E+01   0.2996E-15   0.1000E+01   0.2500E+01
   0.1708E+00   0.1000E+01  -0.1413E-16   0.1000E+01   0.2500E+01
   0.1713E+00   0.1000E+01   0.4890E-16   0.1000E+01   0.2500E+01
   0.1718E+00   0.1000E+01   0.2485E-16   0.1000E+01   0.2500E+01
   0.1723E+00   0.1000E+01  -0.2651E-15   0.1000E+01   0.2500E+01
   0.1728E+00   0.1000E+01  -0.2649E-15   0.1000E+01   0.2500E+01
   0.1733E+00   0.1000E+01   0.7359E-16   0.1000E+01   0.2500E+01
   0.1738E+00   0.1000E+01  -0.5067E-16   0.1000E+01   0.2500E+01
   0.1743E+00   0.1000E+01   0.1204E-15   0.1000E+01   0.2500E+01
   0.1748E+00   0.1000E+01   0.2181E-15   0.1000E+01   0.2500E+01
   0.1753E+00   0.1000E+01  -0.9535E-16   0.1000E+01   0.2500E+01
   0.1758E+00   0.1000E+01  -0.1944E-15   0.1000E+01   0.2500E+01
   0.1762E+00   0.1000E+01   0.7450E-16   0.1000E+01   0.2500E+01
   0.1767E+00   0.1000E+01   0.1202E-15   0.1000E+01   0.2500E+01
   0.1772E+00   0.1000E+01   0.1655E-15   0.1000E+01   0.2500E+01
   0.1777E+00   0.1000E+01   0.2910E-15   0.1000E+01   0.2500E+01
   0.1782E+00   0.1000E+01   0.1193E-15   0.1000E+01   0.2500E+01
   0.1787E+00   0.1000E+01  -0.1923E-15   0.1000E+01   0.2500E+01
   0.1792E+00   0.1000E+01  -0.2156E-15   0.1000E+01   0.2500E+01
   0.1797E+00   0.1000E+01  -0.6030E-18   0.1000E+01   0.2500E+01
   0.1802E+00   0.1000E+01  -0.4847E-16   0.1000E+01   0.2500E+01
   0.1807E+00   0.1000E+01  -0.4882E-16   0.1000E+01   0.2500E+01
   0.1812E+00   0.1000E+01   0.1205E-15   0.1000E+01   0.2500E+01
   0.1817E+00   0.1000E+01  -0.4774E-16   0.1000E+01   0.2500E+01
   0.1822E+00   0.1000E+01   0.2155E-15   0.1000E+01   0.2500E+01
   0.1827E+00   0.1000E+01   0.3697E-16   0.1000E+01   0.2500E+01
   0.1832E+00   0.1000E+01   0.1082E-15   0.1000E+01   0.2500E+01
   0.1837E+00   0.1000E+01   0.4765E-16   0.1000E+01   0.2500E+01
   0.1842E+00   0.1000E+01   0.1680E-15   0.1000E+01   0.2500E+01
   0.1847E+00   0.1000E+01   0.2405E-15   0.1000E+01   0.2500E+01
   0.1852E+00   0.1000E+01   0.3246E-15   0.1000E+01   0.2500E+01
   0.1857E+00   0.1000E+01   0.1798E-15   0.1000E+01   0.2500E+01
   0.1862E+00   0.1000E+01   0.3602E-15   0.1000E+01   0.2500E+01
   0.1867E+00   0.1000E+01   0.3623E-15   0.1000E+01   0.2500E+01
   0.1872E+00   0.1000E+01   0.3825E-15   0.1000E+01   0.2500E+01
   0.1878E+00   0.1000E+01   0.4437E-15   0.1000E+01   0.2500E+01
   0.1883E+00   0.1000E+01   0.6365E-15   0.1000E+01   0.2500E+01
   0.1888E+00   0.1000E+01   0.2880E-15   0.1000E+01   0.2500E+01
   0.1893E+00   0.1000E+01   0.3369E-15   0.1000E+01   0.2500E+01
   0.1898E+00   0.1000E+01   0.2529E-15   0.1000E+01   0.2500E+01
   0.1903E+00   0.1000E+01   0.4678E-15   0.1000E+01   0.2500E+01
   0.1908E+00   0.1000E+01   0.4808E-15   0.1000E+01   0.2500E+01
   0.1913E+00   0.1000E+01   0.3714E-15   0.1000E+01   0.2500E+01
   0.1918E+00   0.1000E+01   0.9692E-16   0.1000E+01   0.2500E+01
   0.1923E+00   0.1000E+01   0.1565E-15   0.1000E+01   0.2500E+01
   0.1928E+00   0.1000E+01   0.1548E-15   0.1000E+01   0.2500E+01
   0.1933E+00   0.1000E+01   0.1084E-15   0.1000E+01   0.2500E+01
   0.1938E+00   0.1000E+01   0.1929E-15   0.1000E+01   0.2500E+01
   0.1943E+00   0.1000E+01   0.4200E-15   0.1000E+01   0.2500E+01
   0.1948E+00   0.1000E+01   0.4551E-15   0.1000E+01   0.2500E+01
   0.1953E+00   0.1000E+01   0.2767E-15   0.1000E+01   0.2500E+01
   0.1958E+00   0.1000E+01   0.1801E-15   0.1000E+01   0.2500E+01
   0.1963E+00   0.1000E+01   0.4799E-16   0.1000E+01   0.2500E+01
   0.1968E+00   0.1000E+01   0.2536E-15   0.1000E+01   0.2500E+01
   0.1973E+00   0.1000E+01   0.2761E-15   0.1000E+01   0.2500E+01
   0.1978E+00   0.1000E+01   0.5149E-15   0.1000E+01   0.2500E+01
   0.1983E+00   0.1000E+01   0.4107E-15   0.1000E+01   0.2500E+01
   0.1988E+00   0.1000E+01   0.2975E-15   0.1000E+01   0.2500E+01
   0.1993E+00   0.1000E+01   0.2532E-15   0.1000E+01   0.2500E+01
   0.1998E+00   0.1000E+01  -0.1434E-15   0.1000E+01   0.2500E+01
   0.2003E+00   0.1000E+01  -0.1444E-15   0.1000E+01   0.2500E+01
   0.2008E+00   0.1000E+01  -0.3614E-15   0.1000E+01   0.2500E+01
   0.2013E+00   0.1000E+01  -0.5287E-15   0.1000E+01   0.2500E+01
   0.2018E+00   0.1000E+01  -0.2133E-15   0.1000E+01   0.2500E+01
   0.2023E+00   0.1000E+01  -0.2644E-16   0.1000E+01   0.2500E+01
   0.2028E+00   0.1000E+01  -0.1432E-15   0.1000E+01   0.2500E+01
   0.2033E+00   0.1000E+01   0.1681E-15   0.1000E+01   0.2500E+01
   0.2038E+00   0.1000E+01   0.9676E-16   0.1000E+01   0.2500E+01
   0.2043E+00   0.1000E+01   0.1902E-15   0.1000E+01   0.2500E+01
   0.2048E+00   0.1000E+01   0.1342E-15   0.1000E+01   0.2500E+01
   0.2053E+00   0.1000E+01   0.1782E-15   0.1000E+01   0.2500E+01
   0.2058E+00   0.1000E+01  -0.4729E-16   0.1000E+01   0.2500E+01
   0.2063E+00   0.1000E+01  -0.2397E-15   0.1000E+01   0.2500E+01
   0.2068E+00   0.1000E+01   0.1218E-15   0.1000E+01   0.2500E+01
   0.2073E+00   0.1000E+01  -0.2769E-16   0.1000E+01   0.2500E+01
   0.2078E+00   0.1000E+01  -0.1899E-15   0.1000E+01   0.2500E+01
   0.2082E+00   0.1000E+01  -0.1214E-15   0.1000E+01   0.2500E+01
   0.2087E+00   0.1000E+01   0.2246E-16   0.1000E+01   0.2500E+01
   0.2092E+00   0.1000E+01   0.5118E-16   0.1000E+01   0.2500E+01
   0.2097E+00   0.1000E+01   0.1187E-15   0.1000E+01   0.2500E+01
   0.2102E+00   0.1000E+01   0.1196E-15   0.1000E+01   0.2500E+01
   0.2107E+00   0.1000E+01   0.7367E-16   0.1000E+01   0.2500E+01
   0.2112E+00   0.1000E+01  -0.1193E-15   0.1000E+01   0.2500E+01
   0.2117E+00   0.1000E+01  -0.2482E-16   0.1000E+01   0.2500E+01
   0.2122E+00   0.1000E+01  -0.4994E-16   0.1000E+01   0.2500E+01
   0.2127E+00   0.1000E+01  -0.1651E-15   0.1000E+01   0.2500E+01
   0.2132E+00   0.1000E+01  -0.1693E-15   0.1000E+01   0.2500E+01
   0.2137E+00   0.1000E+01  -0.1952E-15   0.1000E+01   0.2500E+01
   0.2142E+00   0.1000E+01   0.3284E-17   0.1000E+01   0.2500E+01
   0.2147E+00   0.1000E+01  -0.7316E-18   0.1000E+01   0.2500E+01
   0.2152E+00   0.1000E+01   0.2161E-15   0.1000E+01   0.2500E+01
   0.2157E+00   0.1000E+01   0.8560E-16   0.1000E+01   0.2500E+01
   0.2162E+00   0.1000E+01  -0.1572E-15   0.1000E+01   0.2500E+01
   0.2167E+00   0.1000E+01  -0.1931E-15   0.1000E+01   0.2500E+01
   0.2172E+00   0.1000E+01   0.1299E-16   0.1000E+01   0.2500E+01
   0.2177E+00   0.1000E+01   0.1567E-15   0.1000E+01   0.2500E+01
   0.2182E+00   0.1000E+01   0.2621E-15   0.1000E+01   0.2500E+01
   0.2188E+00   0.1000E+01   0.2672E-15   0.1000E+01   0.2500E+01
   0.2193E+00   0.1000E+01   0.2383E-15   0.1000E+01   0.2500E+01
   0.2198E+00   0.1000E+01   0.1673E-15   0.1000E+01   0.2500E+01
   0.2203E+00   0.1000E+01   0.9653E-16   0.1000E+01   0.2500E+01
   0.2208E+00   0.1000E+01  -0.2382E-15   0.1000E+01   0.2500E+01
   0.2213E+00   0.1000E+01  -0.2418E-15   0.1000E+01   0.2500E+01
   0.2218E+00   0.1000E+01  -0.1677E-15   0.1000E+01   0.2500E+01
   0.2223E+00   0.1000E+01  -0.9685E-16   0.1000E+01   0.2500E+01
   0.2228E+00   0.1000E+01   0.4802E-16   0.1000E+01   0.2500E+01
   0.2233E+00   0.1000E+01   0.4947E-16   0.1000E+01   0.2500E+01
   0.2238E+00   0.1000E+01   0.1900E-15   0.1000E+01   0.2500E+01
   0.2243E+00   0.1000E+01   0.5404E-15   0.1000E+01   0.2500E+01
   0.2248E+00   0.1000E+01   0.3622E-15   0.1000E+01   0.2500E+01
   0.2253E+00   0.1000E+01   0.1576E-15   0.1000E+01   0.2500E+01
   0.2258E+00   0.1000E+01   0.2381E-15   0.1000E+01   0.2500E+01
   0.2263E+00   0.1000E+01   0.3848E-15   0.1000E+01   0.2500E+01
   0.2268E+00   0.1000E+01   0.3224E-15   0.1000E+01   0.2500E+01
   0.2273E+00   0.1000E+01   0.3748E-15   0.1000E+01   0.2500E+01
   0.2278E+00   0.1000E+01   0.3840E-15   0.1000E+01   0.2500E+01
   0.2283E+00   0.1000E+01   0.7174E-16   0.1000E+01   0.2500E+01
   0.2288E+00   0.1000E+01   0.9642E-16   0.1000E+01   0.2500E+01
   0.2293E+00   0.1000E+01   0.1417E-15   0.1000E+01   0.2500E+01
   0.2298E+00   0.1000E+01   0.9653E-16   0.1000E+01   0.2500E+01
   0.2303E+00   0.1000E+01   0.1387E-16   0.1000E+01   0.2500E+01
   0.2308E+00   0.1000E+01   0.3161E-16   0.1000E+01   0.2500E+01
   0.2313E+00   0.1000E+01   0.4005E-16   0.1000E+01   0.2500E+01
   0.2318E+00   0.1000E+01  -0.6187E-16   0.1000E+01   0.2500E+01
   0.2323E+00   0.1000E+01   0.1332E-15   0.1000E+01   0.2500E+01
   0.2328E+00   0.1000E+01   0.1560E-15   0.1000E+01   0.2500E+01
   0.2333E+00   0.1000E+01   0.1712E-15   0.1000E+01   0.2500E+01
   0.2338E+00   0.1000E+01   0.4035E-15   0.1000E+01   0.2500E+01
   0.2343E+00   0.1000E+01   0.8207E-15   0.1000E+01   0.2500E+01
   0.2348E+00   0.1000E+01   0.1216E-14   0.1000E+01   0.2500E+01
   0.2353E+00   0.1000E+01   0.2472E-14   0.1000E+01   0.2500E+01
   0.2358E+00   0.1000E+01   0.4532E-14   0.1000E+01   0.2500E+01
   0.2363E+00   0.1000E+01   0.8615E-14   0.1000E+01   0.2500E+01
   0.2368E+00   0.1000E+01   0.1704E-13   0.1000E+01   0.2500E+01
   0.2373E+00   0.1000E+01   0.3241E-13   0.1000E+01   0.2500E+01
   0.2378E+00   0.1000E+01   0.6143E-13   0.1000E+01   0.2500E+01
   0.2383E+00   0.1000E+01   0.1145E-12   0.1000E+01   0.2500E+01
   0.2388E+00   0.1000E+01   0.2124E-12   0.1000E+01   0.2500E+01
   0.2393E+00   0.1000E+01   0.3917E-12   0.1000E+01   0.2500E+01
   0.2398E+00   0.1000E+01   0.7173E-12   0.1000E+01   0.2500E+01
   0.2402E+00   0.1000E+01   0.1302E-11   0.1000E+01   0.2500E+01
   0.2407E+00   0.1000E+01   0.2345E-11   0.1000E+01   0.2500E+01
   0.2412E+00   0.1000E+01   0.4196E-11   0.1000E+01   0.2500E+01
   0.2417E+00   0.1000E+01   0.7453E-11   0.1000E+01   0.2500E+01
   0.2422E+00   0.1000E+01   0.1314E-10   0.1000E+01   0.2500E+01
   0.2427E+00   0.1000E+01   0.2298E-10   0.1000E+01   0.2500E+01
   0.2432E+00   0.1000E+01   0.3990E-10   0.1000E+01   0.2500E+01
   0.2437E+00   0.1000E+01   0.6875E-10   0.1000E+01   0.2500E+01
   0.2442E+00   0.1000E+01   0.1176E-09   0.1000E+01   0.2500E+01
   0.2447E+00   0.1000E+01   0.1994E-09   0.1000E+01   0.2500E+01
   0.2452E+00   0.1000E+01   0.3357E-09   0.1000E+01   0.2500E+01
   0.2457E+00   0.1000E+01   0.5607E-09   0.1000E+01   0.2500E+01
   0.2462E+00   0.1000E+01   0.9289E-09   0.1000E+01   0.2500E+01
   0.2467E+00   0.1000E+01   0.1527E-08   0.1000E+01   0.2500E+01
   0.2472E+00   0.1000E+01   0.2489E-08   0.1000E+01   0.2500E+01
   0.2477E+00   0.1000E+01   0.4024E-08   0.1000E+01   0.2500E+01
   0.2482E+00   0.1000E+01   0.6453E-08   0.1000E+01   0.2500E+01
   0.2487E+00   0.1000E+01   0.1026E-07   0.1000E+01   0.2500E+01
   0.2492E+00   0.1000E+01   0.1618E-07   0.1000E+01   0.2500E+01
   0.2497E+00   0.1000E+01   0.2530E-07   0.1000E+01   0.2500E+01
   0.2502E+00   0.1000E+01   0.3921E-07   0.1000E+01   0.2500E+01
   0.2508E+00   0.1000E+01   0.6025E-07   0.1000E+01   0.2500E+01
   0.2512E+00   0.1000E+01   0.9176E-07   0.1000E+01   0.2500E+01
   0.2518E+00   0.1000E+01   0.1385E-06   0.1000E+01   0.2500E+01
   0.2522E+00   0.1000E+01   0.2072E-06   0.1000E+01   0.2500E+01
   0.2528E+00   0.1000E+01   0.3070E-06   0.1000E+01   0.2500E+01
   0.2532E+00   0.1000E+01   0.4508E-06   0.1000E+01   0.2500E+01
   0.2538E+00   0.1000E+01   0.6557E-06   0.1000E+01   0.2500E+01
   0.2542E+00   0.1000E+01   0.9447E-06   0.1000E+01   0.2500E+01
   0.2548E+00   0.1000E+01   0.1348E-05   0.1000E+01   0.2500E+01
   0.2552E+00   0.1000E+01   0.1901E-05   0.1000E+01   0.2500E+01
   0.2558E+00   0.1000E+01   0.2754E-05   0.1000E+01   0.2500E+01
   0.2562E+00   0.1000E+01   0.4750E-05   0.1000E+01   0.2500E+01
   0.2568E+00   0.1000E+01   0.9260E-05   0.1000E+01   0.2500E+01
   0.2572E+00   0.1000E+01   0.1861E-04   0.1000E+01   0.2500E+01
   0.2578E+00   0.1000E+01   0.3698E-04   0.1000E+01   0.2500E+01
   0.2582E+00   0.9999E+00   0.7145E-04   0.9999E+00   0.2500E+01
   0.2588E+00   0.9999E+00   0.1334E-03   0.9998E+00   0.2500E+01
   0.2592E+00   0.9998E+00   0.2396E-03   0.9997E+00   0.2500E+01
   0.2598E+00   0.9997E+00   0.4132E-03   0.9995E+00   0.2500E+01
   0.2602E+00   0.9994E+00   0.6828E-03   0.9992E+00   0.2499E+01
   0.2608E+00   0.9991E+00   0.1079E-02   0.9987E+00   0.2499E+01
   0.2612E+00   0.9986E+00   0.1632E-02   0.9981E+00   0.2499E+01
   0.2618E+00   0.9980E+00   0.2362E-02   0.9972E+00   0.2498E+01
   0.2622E+00   0.9972E+00   0.3278E-02   0.9961E+00   0.2497E+01
   0.2628E+00   0.9963E+00   0.4379E-02   0.9948E+00   0.2496E+01
   0.2632E+00   0.9952E+00   0.5648E-02   0.9933E+00   0.2495E+01
   0.2638E+00   0.9940E+00   0.7064E-02   0.9917E+00   0.2494E+01
   0.2642E+00   0.9927E+00   0.8603E-02   0.9899E+00   0.2493E+01
   0.2648E+00   0.9914E+00   0.1024E-01   0.9879E+00   0.2491E+01
   0.2652E+00   0.9899E+00   0.1196E-01   0.9859E+00   0.2490E+01
   0.2658E+00   0.9884E+00   0.1374E-01   0.9839E+00   0.2488E+01
   0.2662E+00   0.9869E+00   0.1556E-01   0.9817E+00   0.2487E+01
   0.2668E+00   0.9854E+00   0.1742E-01   0.9796E+00   0.2485E+01
   0.2672E+00   0.9838E+00   0.1931E-01   0.9774E+00   0.2484E+01
   0.2678E+00   0.9822E+00   0.2123E-01   0.9751E+00   0.2482E+01
   0.2682E+00   0.9806E+00   0.2316E-01   0.9729E+00   0.2480E+01
   0.2688E+00   0.9790E+00   0.2511E-01   0.9707E+00   0.2479E+01
   0.2692E+00   0.9773E+00   0.2708E-01   0.9684E+00   0.2477E+01
   0.2698E+00   0.9757E+00   0.2905E-01   0.9661E+00   0.2476E+01
   0.2702E+00   0.9740E+00   0.3103E-01   0.9639E+00   0.2474E+01
   0.2708E+00   0.9724E+00   0.3302E-01   0.9616E+00   0.2472E+01
   0.2712E+00   0.9708E+00   0.3502E-01   0.9593E+00   0.2470E+01
   0.2718E+00   0.9691E+00   0.3702E-01   0.9570E+00   0.2469E+01
   0.2722E+00   0.9674E+00   0.3903E-01   0.9547E+00   0.2467E+01
   0.2728E+00   0.9658E+00   0.4104E-01   0.9524E+00   0.2465E+01
   0.2732E+00   0.9641E+00   0.4306E-01   0.9501E+00   0.2464E+01
   0.2738E+00   0.9625E+00   0.4508E-01   0.9479E+00   0.2462E+01
   0.2742E+00   0.9608E+00   0.4711E-01   0.9456E+00   0.2460E+01
   0.2748E+00   0.9592E+00   0.4914E-01   0.9433E+00   0.2459E+01
   0.2752E+00   0.9575E+00   0.5117E-01   0.9410E+00   0.2457E+01
   0.2758E+00   0.9558E+00   0.5320E-01   0.9387E+00   0.2455E+01
   0.2762E+00   0.9542E+00   0.5524E-01   0.9364E+00   0.2454E+01
   0.2768E+00   0.9525E+00   0.5727E-01   0.9342E+00   0.2452E+01
   0.2772E+00   0.9509E+00   0.5931E-01   0.9319E+00   0.2450E+01
   0.2778E+00   0.9492E+00   0.6135E-01   0.9296E+00   0.2448E+01
   0.2782E+00   0.9476E+00   0.6340E-01   0.9274E+00   0.2447E+01
   0.2788E+00   0.9459E+00   0.6544E-01   0.9251E+00   0.2445E+01
   0.2792E+00   0.9442E+00   0.6749E-01   0.9228E+00   0.2443E+01
   0.2798E+00   0.9426E+00   0.6954E-01   0.9206E+00   0.2442E+01
   0.2802E+00   0.9409E+00   0.7159E-01   0.9183E+00   0.2440E+01
   0.2808E+00   0.9393E+00   0.7364E-01   0.9161E+00   0.2438E+01
   0.2812E+00   0.9376E+00   0.7569E-01   0.9138E+00   0.2436E+01
   0.2818E+00   0.9360E+00   0.7774E-01   0.9116E+00   0.2435E+01
   0.2823E+00   0.9344E+00   0.7979E-01   0.9093E+00   0.2433E+01
   0.2828E+00   0.9327E+00   0.8185E-01   0.9071E+00   0.2431E+01
   0.2833E+00   0.9311E+00   0.8390E-01   0.9048E+00   0.2430E+01
   0.2838E+00   0.9294E+00   0.8596E-01   0.9026E+00   0.2428E+01
   0.2843E+00   0.9278E+00   0.8802E-01   0.9004E+00   0.2426E+01
   0.2848E+00   0.9262E+00   0.9007E-01   0.8982E+00   0.2424E+01
   0.2853E+00   0.9245E+00   0.9213E-01   0.8960E+00   0.2423E+01
   0.2858E+00   0.9229E+00   0.9419E-01   0.8937E+00   0.2421E+01
   0.2863E+00   0.9213E+00   0.9625E-01   0.8915E+00   0.2419E+01
   0.2868E+00   0.9196E+00   0.9831E-01   0.8893E+00   0.2418E+01
   0.2873E+00   0.9180E+00   0.1004E+00   0.8871E+00   0.2416E+01
   0.2878E+00   0.9164E+00   0.1024E+00   0.8849E+00   0.2414E+01
   0.2883E+00   0.9148E+00   0.1045E+00   0.8827E+00   0.2412E+01
   0.2887E+00   0.9131E+00   0.1066E+00   0.8805E+00   0.2411E+01
   0.2893E+00   0.9115E+00   0.1086E+00   0.8783E+00   0.2409E+01
   0.2897E+00   0.9099E+00   0.1107E+00   0.8762E+00   0.2407E+01
   0.2903E+00   0.9083E+00   0.1127E+00   0.8740E+00   0.2406E+01
   0.2907E+00   0.9067E+00   0.1148E+00   0.8718E+00   0.2404E+01
   0.2913E+00   0.9050E+00   0.1169E+00   0.8696E+00   0.2402E+01
   0.2917E+00   0.9034E+00   0.1189E+00   0.8675E+00   0.2400E+01
   0.2923E+00   0.9018E+00   0.1210E+00   0.8653E+00   0.2399E+01
   0.2927E+00   0.9002E+00   0.1231E+00   0.8632E+00   0.2397E+01
   0.2933E+00   0.8986E+00   0.1251E+00   0.8610E+00   0.2395E+01
   0.2937E+00   0.8970E+00   0.1272E+00   0.8589E+00   0.2394E+01
   0.2943E+00   0.8954E+00   0.1293E+00   0.8567E+00   0.2392E+01
   0.2947E+00   0.8938E+00   0.1313E+00   0.8546E+00   0.2390E+01
   0.2953E+00   0.8922E+00   0.1334E+00   0.8524E+00   0.2389E+01
   0.2957E+00   0.8906E+00   0.1355E+00   0.8503E+00   0.2387E+01
   0.2963E+00   0.8890E+00   0.1375E+00   0.8482E+00   0.2385E+01
   0.2967E+00   0.8874E+00   0.1396E+00   0.8461E+00   0.2383E+01
   0.2973E+00   0.8859E+00   0.1417E+00   0.8439E+00   0.2382E+01
   0.2977E+00   0.8843E+00   0.1437E+00   0.8418E+00   0.2380E+01
   0.2983E+00   0.8827E+00   0.1458E+00   0.8397E+00   0.2378E+01
   0.2987E+00   0.8811E+00   0.1479E+00   0.8376E+00   0.2377E+01
   0.2993E+00   0.8795E+00   0.1500E+00   0.8355E+00   0.2375E+01
   0.2997E+00   0.8779E+00   0.1520E+00   0.8334E+00   0.2373E+01
   0.3003E+00   0.8764E+00   0.1541E+00   0.8313E+00   0.2371E+01
   0.3007E+00   0.8748E+00   0.1562E+00   0.8292E+00   0.2370E+01
   0.3013E+00   0.8732E+00   0.1582E+00   0.8271E+00   0.2368E+01
   0.3017E+00   0.8717E+00   0.1603E+00   0.8251E+00   0.2366E+01
   0.3023E+00   0.8701E+00   0.1624E+00   0.8230E+00   0.2365E+01
   0.3027E+00   0.8685E+00   0.1645E+00   0.8209E+00   0.2363E+01
   0.3033E+00   0.8670E+00   0.1665E+00   0.8188E+00   0.2361E+01
   0.3037E+00   0.8654E+00   0.1686E+00   0.8168E+00   0.2360E+01
   0.3043E+00   0.8638E+00   0.1707E+00   0.8147E+00   0.2358E+01
   0.3047E+00   0.8623E+00   0.1727E+00   0.8127E+00   0.2356E+01
   0.3053E+00   0.8607E+00   0.1748E+00   0.8106E+00   0.2354E+01
   0.3057E+00   0.8592E+00   0.1769E+00   0.8086E+00   0.2353E+01
   0.3063E+00   0.8576E+00   0.1790E+00   0.8065E+00   0.2351E+01
   0.3067E+00   0.8561E+00   0.1810E+00   0.8045E+00   0.2349E+01
   0.3073E+00   0.8545E+00   0.1831E+00   0.8025E+00   0.2348E+01
   0.3077E+00   0.8530E+00   0.1852E+00   0.8004E+00   0.2346E+01
   0.3083E+00   0.8515E+00   0.1872E+00   0.7984E+00   0.2344E+01
   0.3087E+00   0.8499E+00   0.1893E+00   0.7964E+00   0.2343E+01
   0.3093E+00   0.8484E+00   0.1914E+00   0.7944E+00   0.2341E+01
   0.3097E+00   0.8468E+00   0.1935E+00   0.7924E+00   0.2339E+01
   0.3103E+00   0.8453E+00   0.1955E+00   0.7904E+00   0.2337E+01
   0.3107E+00   0.8438E+00   0.1976E+00   0.7884E+00   0.2336E+01
   0.3113E+00   0.8423E+00   0.1997E+00   0.7864E+00   0.2334E+01
   0.3117E+00   0.8407E+00   0.2018E+00   0.7844E+00   0.2332E+01
   0.3123E+00   0.8392E+00   0.2038E+00   0.7824E+00   0.2331E+01
   0.3127E+00   0.8377E+00   0.2059E+00   0.7804E+00   0.2329E+01
   0.3133E+00   0.8362E+00   0.2080E+00   0.7784E+00   0.2327E+01
   0.3137E+00   0.8346E+00   0.2101E+00   0.7764E+00   0.2326E+01
   0.3143E+00   0.8331E+00   0.2121E+00   0.7745E+00   0.2324E+01
   0.3147E+00   0.8316E+00   0.2142E+00   0.7725E+00   0.2322E+01
   0.3153E+00   0.8301E+00   0.2163E+00   0.7705E+00   0.2321E+01
   0.3157E+00   0.8286E+00   0.2183E+00   0.7686E+00   0.2319E+01
   0.3163E+00   0.8271E+00   0.2204E+00   0.7666E+00   0.2317E+01
   0.3167E+00   0.8256E+00   0.2225E+00   0.7646E+00   0.2315E+01
   0.3173E+00   0.8241E+00   0.2246E+00   0.7627E+00   0.2314E+01
   0.3177E+00   0.8226E+00   0.2266E+00   0.7608E+00   0.2312E+01
   0.3183E+00   0.8211E+00   0.2287E+00   0.7588E+00   0.2310E+01
   0.3187E+00   0.8196E+00   0.2308E+00   0.7569E+00   0.2309E+01
   0.3193E+00   0.8181E+00   0.2329E+00   0.7549E+00   0.2307E+01
   0.3197E+00   0.8166E+00   0.2349E+00   0.7530E+00   0.2305E+01
   0.3203E+00   0.8151E+00   0.2370E+00   0.7511E+00   0.2304E+01
   0.3207E+00   0.8136E+00   0.2391E+00   0.7492E+00   0.2302E+01
   0.3213E+00   0.8121E+00   0.2412E+00   0.7473E+00   0.2300E+01
   0.3217E+00   0.8106E+00   0.2433E+00   0.7453E+00   0.2299E+01
   0.3223E+00   0.8092E+00   0.2453E+00   0.7434E+00   0.2297E+01
   0.3227E+00   0.8077E+00   0.2474E+00   0.7415E+00   0.2295E+01
   0.3233E+00   0.8062E+00   0.2495E+00   0.7396E+00   0.2294E+01
   0.3237E+00   0.8047E+00   0.2516E+00   0.7377E+00   0.2292E+01
   0.3243E+00   0.8033E+00   0.2536E+00   0.7359E+00   0.2290E+01
   0.3247E+00   0.8018E+00   0.2557E+00   0.7340E+00   0.2289E+01
   0.3253E+00   0.8003E+00   0.2578E+00   0.7321E+00   0.2287E+01
   0.3257E+00   0.7988E+00   0.2599E+00   0.7302E+00   0.2285E+01
   0.3263E+00   0.7974E+00   0.2619E+00   0.7283E+00   0.2284E+01
   0.3267E+00   0.7959E+00   0.2640E+00   0.7265E+00   0.2282E+01
   0.3273E+00   0.7945E+00   0.2661E+00   0.7246E+00   0.2280E+01
   0.3277E+00   0.7930E+00   0.2682E+00   0.7227E+00   0.2278E+01
   0.3283E+00   0.7915E+00   0.2702E+00   0.7209E+00   0.2277E+01
   0.3287E+00   0.7901E+00   0.2723E+00   0.7190E+00   0.2275E+01
   0.3293E+00   0.7886E+00   0.2744E+00   0.7172E+00   0.2273E+01
   0.3297E+00   0.7872E+00   0.2765E+00   0.7153E+00   0.2272E+01
   0.3303E+00   0.7857E+00   0.2785E+00   0.7135E+00   0.2270E+01
   0.3307E+00   0.7843E+00   0.2806E+00   0.7116E+00   0.2268E+01
   0.3313E+00   0.7828E+00   0.2827E+00   0.7098E+00   0.2267E+01
   0.3317E+00   0.7814E+00   0.2848E+00   0.7080E+00   0.2265E+01
   0.3323E+00   0.7800E+00   0.2869E+00   0.7062E+00   0.2263E+01
   0.3327E+00   0.7785E+00   0.2889E+00   0.7043E+00   0.2262E+01
   0.3333E+00   0.7771E+00   0.2910E+00   0.7025E+00   0.2260E+01
   0.3337E+00   0.7757E+00   0.2931E+00   0.7007E+00   0.2258E+01
   0.3343E+00   0.7742E+00   0.2952E+00   0.6989E+00   0.2257E+01
   0.3347E+00   0.7728E+00   0.2972E+00   0.6971E+00   0.2255E+01
   0.3353E+00   0.7714E+00   0.2993E+00   0.6953E+00   0.2253E+01
   0.3357E+00   0.7699E+00   0.3014E+00   0.6935E+00   0.2252E+01
   0.3363E+00   0.7685E+00   0.3035E+00   0.6917E+00   0.2250E+01
   0.3367E+00   0.7671E+00   0.3056E+00   0.6899E+00   0.2248E+01
   0.3373E+00   0.7657E+00   0.3076E+00   0.6881E+00   0.2247E+01
   0.3377E+00   0.7643E+00   0.3097E+00   0.6863E+00   0.2245E+01
   0.3383E+00   0.7628E+00   0.3118E+00   0.6846E+00   0.2243E+01
   0.3387E+00   0.7614E+00   0.3139E+00   0.6828E+00   0.2242E+01
   0.3393E+00   0.7600E+00   0.3159E+00   0.6810E+00   0.2240E+01
